Title,DetailType,PlayTime,StartHour,EndHour,DayNightType,PlayTimeSummary,condition1,condition2
물금벚꽃축제,꽃 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄, 벚꽃",낮
물만난 평택 페스티벌,바다/강 축제,19일 (토) 12:00~20:00 / 20일 (일) 12:00~18:00,12,20,낮 중심,"운영시간 12:00~20:00 (총 8시간, 낮 6h, 밤 2h) → 낮과 밤 모두 운영","여름,바다/강","낮,밤"
뮤직 플로우 페스티벌,음악 축제,19:30 ~ 21:00(토 15:00 ~ 21:40),19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심",여름,밤
"미지,세계와의 만남",전통 문화 체험,10:30~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
미추홀미디어문화축제,미디어 아트,"14:00~20:00(체험, 홍보 15:00~18:00)",14,20,낮 중심,"운영시간 14:00~20:00 (총 6시간, 낮 4h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
밀양아리랑대축제,전통 공예/예술,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,초여름","낮,밤"
밀양얼음골사과축제,농산물 축제,11:00~17:00,11,17,낮 중심,"운영시간 11:00~17:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심",가을,낮
박물관 미술관 주간,복합 문화 예술,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
박물관에서 만나는 창원단감,농산물 축제,10:00~18:00(입장 마감 17:00),10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
반려견과 함께하는 선명상 축제,영성/명상,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
백년시장 백년나이트,야시장/플리마켓,17:00~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","봄,여름,가을","낮,밤"
백두대간 봉자페스티벌,꽃 축제,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
백제고도부여국화축제,꽃 축제,09:00~21:00,9,21,낮 중심,"운영시간 9:00~21:00 (총 12시간, 낮 9h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
백제문화유산주간,유적 탐방,"5. 27.(월): 박물관 휴관일로 온라인이벤트만 운영 5. 28.(화)~6. 2.(일): 09:00~18:00 (단, 백제문화유산 녹턴 프로그램 진행시 연장운영) 백제문화유산 녹턴: 5. 30.(목)-익산, 5. 31.(금)-공주, 6. 1.(토)-부여",9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
벌교꼬막축제,수산물 축제,10:00 ~ 21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
벚꽃과 함께하는 청주 푸드트럭 축제,꽃 축제,11:00 ~ 20:00,11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영",봄,"낮,밤"
벽초지수목원 튤립 봄꽃축제,꽃 축제,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄, 야외",낮
보령 석탄 에너지전환 축제,환경 보호,10:00~16:00,10,16,낮 중심,"운영시간 10:00~16:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을",낮
보령 어린이 대축제,시민 참여,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
보령·AMC 국제 모터 페스티벌,기타 아웃도어,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
보령국가유산야행,문화재 야행,16:00 ~ 21:00,16,21,밤 중심,"운영시간 16:00~21:00 (총 5시간, 낮 2h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
보령김축제,수산물 축제,10월26일 10:00~20:35/10월27일 10:00~16:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","가을,겨울,바닷가","낮,밤"
보령머드축제,바다/강 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","여름, 바다",낮
보물섬 해산물축제,수산물 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","여름, 바닷가",낮
보물찾기 축제 - 금괴를 찾아라 !,보드게임/VR,10:00 ~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄, 가을",낮
보배섬 유채꽃 축제,꽃 축제,10:00 ~ 21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
보성다향대축제,커피/차 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
보은 벚꽃길 축제,꽃 축제,10:00 ~ 21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
보은 회인 국가유산 야행,문화재 야행,18:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심","봄,가을",밤
보현사 산사천년문화제,사찰 문화,09.20 13:00~18:0009.21 10:00~15:00,13,18,낮 중심,"운영시간 13:00~18:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","가을, 산",낮
봄꽃포레 숲숲라이브,음악 축제,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄, 숲",낮
부산 1부두 문전성시 페스타,도시 재생,11:00~20:30,11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
부산 밀 페스티벌,음식/요리 축제,11:00~20:00,11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영",봄,"낮,밤"
부산 서구 의료관광축제,지역 상권,11:00~18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄, 가을",낮
부산가족축제,커뮤니티 행사,10:30~16:00,10,16,낮 중심,"운영시간 10:00~16:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을",낮
부산고등어축제,수산물 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","가을,바다","낮,밤"
부산과학축전,과학 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
부산국제AI영화제,영화/영상 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
부산국제공연예술제,무용/퍼포먼스,13:00 ~ 21:00,13,21,낮 중심,"운영시간 13:00~21:00 (총 8시간, 낮 5h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
부산국제록페스티벌,음악 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
부산국제아동도서전,문학/책 축제,10:00~18:00 (12/14 10:00 ~ 17:00 * 운영시간 종료 30분 전 입장 마감),10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
부산글로벌웹툰페스티벌,기타 문화예술,11:00~19:30,11,19,낮 중심,"운영시간 11:00~19:00 (총 8시간, 낮 7h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
부산바다축제,바다/강 축제,14:00~22:00,14,22,낮·밤 혼합,"운영시간 14:00~22:00 (총 8시간, 낮 4h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
부산불꽃축제,불꽃/빛 축제,14:00~20:00,14,20,낮 중심,"운영시간 14:00~20:00 (총 6시간, 낮 4h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
부산세계시민축제,전통 문화 체험,11:00~18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
부산수제맥주마스터스챌린지,맥주/와인 축제,16:00~22:00,16,22,밤 중심,"운영시간 16:00~22:00 (총 6시간, 낮 2h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
부산스텝업댄스페스티벌,무용/퍼포먼스,10:30~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
부산스토리텔링축제 [안녕한 사하],지역 고유 전통,종일,,,정보 없음,정보 부족,"봄,가을","낮,밤"
부산연등회,연등회,18:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심",봄,밤
부산원도심활성화축제 [택슐랭],지역 상권,11:00~18:00 (프로그램별 상이),11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
부산인디커넥트페스티벌,e스포츠 대회,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",여름,낮
부산일러스트레이션페어V.6,디자인/공예,10:00~18:00※ 11월 23일은 17:00 종료,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을, 도시",낮
부산자갈치축제,수산물 축제,10:00 ~ 22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","가을, 항구","낮,밤"
부산차이나타운 문화축제,커뮤니티 행사,13:00~19:30,13,19,낮 중심,"운영시간 13:00~19:00 (총 6시간, 낮 5h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
부산평생학습주간,시민 참여,부산항국제전시컨벤션센터 5층,,,정보 없음,정보 부족,"가을, 도시","낮,밤"
부산푸드필름페스타,영화/영상 축제,09:00~22:00,9,22,낮 중심,"운영시간 9:00~22:00 (총 13시간, 낮 9h, 밤 4h) → 낮과 밤 모두 운영","봄, 가을","낮,밤"
부안 설(雪)숭어 축제,수산물 축제,11:00 ~ 16:30,11,16,낮 중심,"운영시간 11:00~16:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심",겨울,낮
부안곰소젓갈축제,수산물 축제,10:00~21:30,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","가을, 바닷가","낮,밤"
부안국가유산야행,문화재 야행,18:00~23:00,18,23,밤 중심,"운영시간 18:00~23:00 (총 5시간, 낮 0h, 밤 5h) → 밤 중심","봄,가을",밤
부안마실축제,시민 참여,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
부여 국가유산 야행,문화재 야행,18:00~23:00,18,23,밤 중심,"운영시간 18:00~23:00 (총 5시간, 낮 0h, 밤 5h) → 밤 중심","봄,가을",밤
부여서동연꽃축제,꽃 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
부여세도 방울토마토 & 유채꽃축제,농산물 축제,10:00 ~ 21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
부천국제만화축제,캐릭터/애니메이션,"9. 26, 9. 28 : 10:00~18:00 9. 27 :10:00~21:00",10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
부평풍물대축제,민속놀이,10:00~21:30,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
북내 금당천 삼색별미축제,음식/요리 축제,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","가을, 야외","낮,밤"
북촌의 날,커뮤니티 행사,10:00~20:00 (날짜별 상이),10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
불로초원정대,전통 문화 체험,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
브릿지워크한강,걷기/달리기,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","봄,가을,한강","낮,밤"
비슬산 참꽃문화제,꽃 축제,8:00~16:00 (예정),8,16,낮 중심,"운영시간 8:00~16:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
비어페스트 광주,맥주/와인 축제,18:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심",여름,밤
비욘드 한글&K-컬쳐 국제 페스티벌,복합 문화 예술,10:00~19:00,10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
빙어대잔치,빙어/얼음낚시,주중9:00-17:00주말8:00-17:00,9,17,낮 중심,"운영시간 9:00~17:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",겨울,낮
빛 축제 영원,불꽃/빛 축제,17:20~22:00(입장마감 21:00),17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","가을,겨울",밤
뿅뿅! 청춘오락실 : 샤로수길 청춘들의 다섯가지 즐거움,지역 상권,14:00~22:00,14,22,낮·밤 혼합,"운영시간 14:00~22:00 (총 8시간, 낮 4h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
사라온과 함께하는 사랑온설날,전통 의례/행사,10:30~16:30,10,16,낮 중심,"운영시간 10:00~16:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심",겨울,낮
사상강변축제,시민 참여,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","봄,가을,강변","낮,밤"
사와 랑은 물에 산다,연극/뮤지컬,20:00,,,정보 없음,정보 부족,"여름, 물가","낮,밤"
사이사이 페스티벌,거리 예술,11:00 ~ 17:00,11,17,낮 중심,"운영시간 11:00~17:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을",낮
사찰음식 대축제,음식/요리 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄, 가을",낮
사천시농업한마당축제,농산물 축제,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
사천에어쇼,과학 체험,09:00 ~ 17:00,9,17,낮 중심,"운영시간 9:00~17:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
사천와룡문화제,시민 참여,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
산불피해 극복을 위한 영양산나물 먹거리 한마당,임산물 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",봄,"낮,밤"
산지천축제,커뮤니티 행사,9.12 16:00~20:309.13 11:00~20:309.14 11:00~16:00,16,20,낮·밤 혼합,"운영시간 16:00~20:00 (총 4시간, 낮 2h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
산청한방약초축제,임산물 축제,10:00 ~ 18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
산청황매산철쭉제,꽃 축제,09:00~17:00,9,17,낮 중심,"운영시간 9:00~17:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
삼삼하게 놀자구룡 미리크리스마스,성탄 마켓,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",겨울,낮
삼척 비치 썸 페스티벌,바다/강 축제,17:00~23:00,17,23,밤 중심,"운영시간 17:00~23:00 (총 6시간, 낮 1h, 밤 5h) → 밤 중심","여름, 바다",밤
삼척 장미축제,꽃 축제,13:00 ~ 21:00,13,21,낮 중심,"운영시간 13:00~21:00 (총 8시간, 낮 5h, 밤 3h) → 낮과 밤 모두 운영","봄,여름","낮,밤"
삼척동해왕이사부축제,역사 인물 기념,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
삼척정월대보름제,전통 의례/행사,10:00 ~ 20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영",겨울,"낮,밤"
삼호버드페스티벌,생태 체험,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
삼호읍 팔팔한 달빛축제,불꽃/빛 축제,18:00~20:30,18,20,밤 중심,"운영시간 18:00~20:00 (총 2시간, 낮 0h, 밤 2h) → 밤 중심",가을,밤
삽다리 한바탕 축제,지역 상권,10:00 ~ 20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
새연교 주말 문화공연 '금토금토 새연쇼',복합 문화 예술,19:00~20:20,19,20,밤 중심,"운영시간 19:00~20:00 (총 1시간, 낮 0h, 밤 2h) → 밤 중심","봄, 여름, 가을",밤
생거진천 농다리축제,지역 고유 전통,09:00~22:00,9,22,낮 중심,"운영시간 9:00~22:00 (총 13시간, 낮 9h, 밤 4h) → 낮과 밤 모두 운영",봄,"낮,밤"
생거진천 문화축제,시민 참여,09:00~22:00(일자별 차이있음),9,22,낮 중심,"운영시간 9:00~22:00 (총 13시간, 낮 9h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
생물사랑 어린이 축제,생태 교육,10:00~16:00,10,16,낮 중심,"운영시간 10:00~16:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을,생태공원",낮
"생태통로: 생명의 길, 공존의 길",환경 보호,09:30~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄, 자연 환경",낮
샤로수길 로컬 in 스테이 페스티벌,지역 상권,10.04(금) 16:00~23:00 / 10.05(토) 11:00~23:00,16,23,밤 중심,"운영시간 16:00~23:00 (총 7시간, 낮 2h, 밤 5h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
서귀포유채꽃축제,꽃 축제,11:00 ~ 17:00,11,17,낮 중심,"운영시간 11:00~17:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심",봄,낮
서귀포은갈치축제,수산물 축제,15:00~21:00(토 11:30 ~ 21:00 / 일 10:00 ~ 21:00),15,21,낮·밤 혼합,"운영시간 15:00~21:00 (총 6시간, 낮 3h, 밤 3h) → 낮과 밤 모두 운영","가을,바다","낮,밤"
서대문 국가유산 야행,문화재 야행,17:00~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","봄,가을","낮,밤"
서대문 봄빛축제,꽃 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
"서대문, 1919 그날의 함성!",역사 재현,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
서대문독립축제,역사 재현,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
서리지 가족 체험 페스티벌,생태 교육,11:00~17:00,11,17,낮 중심,"운영시간 11:00~17:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을",낮
서리풀뮤직페스티벌,음악 축제,토- 13:00~22:00일- 12:00~21:00,13,22,낮·밤 혼합,"운영시간 13:00~22:00 (총 9시간, 낮 5h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
서면 빛 축제,불꽃/빛 축제,17:00~24:00,17,24,밤 중심,"운영시간 17:00~0:00 (총 7시간, 낮 1h, 밤 6h) → 밤 중심","가을,겨울","밤,심야"
서산해미읍성축제,지역 고유 전통,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
서울 미디어아트 페스티벌(SMAF),미디어 아트,11:30~21:30,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","가을,도시","낮,밤"
서울 빛초롱 축제,불꽃/빛 축제,18:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심","가을,겨울",밤
서울 아시테지 겨울축제,연극/뮤지컬,공연별 상이,,,정보 없음,정보 부족,겨울,"낮,밤"
서울 왕궁수문장 교대의식,역사 재현,11:00 / 14:00※ 매주 월요일 휴무,,,정보 없음,정보 부족,"봄,여름,가을",낮
서울K-가족축제,커뮤니티 행사,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
서울百화점 - Local to Seoul 100 Diaries,야시장/플리마켓,11:00~19:00 (매주 월요일 휴무),11,19,낮 중심,"운영시간 11:00~19:00 (총 8시간, 낮 7h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
서울가든페스타,야시장/플리마켓,토요일-11:00~19:00 / 일요일-11:00~17:00 (서울식물원의 경우 10:00~18:00),11,19,낮 중심,"운영시간 11:00~19:00 (총 8시간, 낮 7h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
서울거리예술축제,거리 예술,10:00~22:00 (날짜별 상이),10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
서울국악축제,음악 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
서울국제도서전,문학/책 축제,06.18(수) - 06.21(토) | 10:00 - 19:0006.22(일) | 10:00 - 17:00* 운영시간 종료 30분 전 입장 마감,10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심",여름,"낮,밤"
서울국제작가축제,문학/책 축제,프로그램 별 상이,,,정보 없음,정보 부족,가을,"낮,밤"
서울드럼페스티벌,음악 축제,05.10 - 13:00~20:3005.11- 13:00~20:00,13,20,낮 중심,"운영시간 13:00~20:00 (총 7시간, 낮 5h, 밤 2h) → 낮과 밤 모두 운영","봄, 가을","낮,밤"
서울디자인 2024,디자인/공예,nan,,,정보 없음,정보 부족,가을,"낮,밤"
서울디저트페어 딸기전,음식/요리 축제,10:30-17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","겨울,봄",낮
서울라이트 DDP : 새해맞이 카운트다운,불꽃/빛 축제,23:00~01:30,23,25,밤 중심,"운영시간 23:00~1:00 (총 2시간, 낮 0h, 밤 7h) → 밤 중심","겨울, 도심","밤, 심야"
서울라이트 DDP 가을,미디어 아트,20:00~22:00,20,22,밤 중심,"운영시간 20:00~22:00 (총 2시간, 낮 0h, 밤 4h) → 밤 중심",가을,밤
서울라이트 광화문,미디어 아트,월~목 : 17:30 ~ 21:30 / 금~일 : 18:00 ~ 22:00,17,21,밤 중심,"운영시간 17:00~21:00 (총 4시간, 낮 1h, 밤 3h) → 밤 중심",겨울,"낮,밤"
서울라이트 한강 빛섬축제,미디어 아트,18:30~22:30,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심","봄,가을,한강",밤
서울문학축제,문학/책 축제,전야제: 2024. 10. 25. 18:00~20:00 / 본행사: 2024. 10. 26. 11:00~18:00,18,20,밤 중심,"운영시간 18:00~20:00 (총 2시간, 낮 0h, 밤 2h) → 밤 중심","가을,도심",밤
서울바비큐페스타,음식/요리 축제,11:00~20:00(일 11:00~19:00),11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
서울발레페스티벌 서울국제발레위크,무용/퍼포먼스,12:00~20:00,12,20,낮 중심,"운영시간 12:00~20:00 (총 8시간, 낮 6h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
서울생활예술페스티벌,시민 참여,13:00~20:00,13,20,낮 중심,"운영시간 13:00~20:00 (총 7시간, 낮 5h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
서울서커스페스티벌,무용/퍼포먼스,13:00~20:00,13,20,낮 중심,"운영시간 13:00~20:00 (총 7시간, 낮 5h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
서울세계도시문화축제,복합 문화 예술,12:00~20:00,12,20,낮 중심,"운영시간 12:00~20:00 (총 8시간, 낮 6h, 밤 2h) → 낮과 밤 모두 운영","가을, 도시","낮,밤"
서울스트리트댄스페스티벌,무용/퍼포먼스,13:00~21:00,13,21,낮 중심,"운영시간 13:00~21:00 (총 8시간, 낮 5h, 밤 3h) → 낮과 밤 모두 운영","도심, 봄, 가을","낮,밤"
서울스프링페스타,복합 문화 예술,콘서트 기준 19:30~21:00,19,21,밤 중심,"운영시간 19:00~21:00 (총 2시간, 낮 0h, 밤 3h) → 밤 중심",봄,밤
서울썸머바이브,복합 문화 예술,13:00~21:00,13,21,낮 중심,"운영시간 13:00~21:00 (총 8시간, 낮 5h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
서울썸머비치,기타 도시 축제,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","여름, 도시","낮,밤"
서울아프리카페스티벌,복합 문화 예술,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영",여름,"낮,밤"
