FestivalName,ConditionName,ConditionDesc,camera_angle
강남역 케미스트릿 페스티벌,한밤의 스포트라이트 (Midnight Spotlight),"한밤중에도 잠들지 않는 도시의 심장부. 더욱 강렬하고 선명하게 빛나는 네온사인과 간판 조명이 밤하늘을 수놓고, 늦은 시간까지 축제를 즐기는 사람들의 열기로 가득 찬, 활기 넘치는 순간을 포착한다.",aerial
강남역 케미스트릿 페스티벌,비 내리는 케미스트릿 (Rainy Chemistreet),"촉촉하게 비 내리는 밤, 젖은 노면에 네온사인과 간판 불빛이 거울처럼 반사되어 몽환적이고 더욱 화려한 색채를 연출한다. 빗물에 번지는 빛들이 도심의 매력을 더욱 신비롭고 감성적으로 표현하며, 우산을 쓴 사람들이 만들어내는 동적인 실루엣이 더해진다.",ground-level
강남청년축제,포근한 별빛 캐노피,"따뜻한 전구색 스트링 라이트와 종이 등불이 공원 나무와 구조물에 아늑한 캐노피를 형성하여, 부드럽게 빛나는 공간에서 사람들이 여유롭게 소통하는 장면을 강조합니다. 전체적으로 주황빛과 금빛이 지배적인 따뜻하고 포근한 조명 분위기.",ground-level
강남청년축제,활기찬 컬러 스펙트럼,"무대 조명과 프로젝션 매핑을 통해 역동적이고 다채로운 색상의 빛이 공간을 채우며, 현대적인 에너지를 발산합니다. 젊은이들의 활기찬 움직임과 도시의 현대적인 면모가 어우러져 축제의 역동성을 부각시키는 분위기.",indoor
강남청년축제,공동체 소셜 라운지,"다양한 활동 구역(푸드 트럭 존, 버스킹 무대, 휴식 공간 등)이 명확히 구분되고, 각 구역은 해당 활동에 맞는 특색 있는 조명으로 연출됩니다. 사람들이 자연스럽게 모여 교류하는 모습을 중심으로, 지역 공동체의 따뜻한 유대감을 시각적으로 표현하는 연출.",ground-level
강동선사문화축제,웅장한 야경 (Grand Nightscape),"축제장 전체를 아우르는 광활한 시점. 수많은 등불과 횃불이 거대한 전통 건축물과 넓은 광장을 환하게 밝히며, 한복을 입은 사람들이 활기찬 군중을 이루어 웅장하고 압도적인 스케일의 역사 재현 축제 야경을 담아냅니다. 깊이 있는 색감과 드라마틱한 조명 대비가 특징입니다.",aerial
강동선사문화축제,등불이 이끄는 길 (Lantern-Lit Path),"축제장 내의 아름다운 골목길이나 작은 연못 주변에 초점을 맞춥니다. 은은하게 빛나는 전통 등불들이 길을 따라 부드럽게 이어지며, 한복을 입은 사람들이 정겹게 오가는 모습이 따뜻하고 서정적인 분위기를 연출합니다. 섬세한 디테일과 부드러운 빛의 확산이 강조됩니다.",ground-level
강동선사문화축제,횃불의 의식 (Torchlight Ceremony),"축제의 하이라이트 중 하나인 의식이나 행렬 장면을 포착합니다. 거대한 횃불들이 어둠을 가르며 타오르고, 횃불을 든 사람들이 엄숙하고 절도 있는 움직임을 보여줍니다. 강렬하게 흔들리는 횃불의 불빛이 인물과 건축물에 강한 대비와 역동적인 그림자를 드리우며, 신비롭고 웅장한 역사적 순간을 생생하게 재현합니다.",ground-level
강릉 국가유산 야행,고요한 달빛 야행,"은은한 달빛이 주를 이루고, 전통 등불은 최소화되어 고궁과 한옥이 더욱 고요하고 신비롭게 비춰집니다. 푸른 밤하늘과 달빛이 어우러져 차분하고 적막한 분위기를 강조하며, 그림자가 길게 드리워져 깊이감을 더합니다.",ground-level
강릉 국가유산 야행,오색 등불 찬란한 밤,"다채로운 색상의 전통 등불과 조명이 고궁과 한옥 곳곳을 환하게 수놓아 더욱 풍성하고 화려한 야경을 연출합니다. 따뜻한 주황빛과 더불어 붉고 노란색 등불들이 조화를 이루며, 역동적이지만 품격 있는 축제의 분위기를 자아냅니다.",aerial
강릉 국가유산 야행,안개 낀 밤의 몽환적 자취,옅은 안개가 고궁과 한옥을 감싸 안아 등불과 조명 빛을 부드럽게 확산시키며 몽환적이고 신비로운 분위기를 극대화합니다. 안개 속에서 고요히 거니는 인물들과 희미하게 드러나는 건축물들이 마치 과거의 환영처럼 아련하고 운치 있는 장면을 연출합니다.,ground-level
강릉단오제,웅장한 의례의 밤,"달집 불빛은 배경으로 은은히 빛나고, 주요 조명은 달빛과 청사초롱에 집중됩니다. 형형색색 한복을 입은 사람들이 질서정연하게 의례를 치르는 모습이 클로즈업되어, 전통 의례의 엄숙함과 장엄함이 부각되는 장면을 연출합니다. 전체적으로 차분하고 경건한 분위기를 강조합니다.",ground-level
강릉단오제,흥겨운 단오제 야시장,"달집 불꽃이 더욱 활기차게 타오르며 축제장의 중앙을 밝히고, 주변으로는 상점과 노점이 활성화되어 북적이는 모습이 연출됩니다. 형형색색의 한복을 입은 사람들이 웃고 대화하며 축제를 즐기는 모습이 강조되며, 따뜻하고 활기찬 분위기와 함께 다채로운 색감의 조명이 어우러진 장면을 표현합니다.",ground-level
강릉단오제,신비로운 달빛 아래,"달빛이 더욱 강조되어 주변을 푸른빛으로 물들이며 몽환적이고 신비로운 분위기를 연출합니다. 달집 불꽃은 부드럽게 타오르며 은은한 대비를 이루고, 한옥과 유적지 주변에는 옅은 안개나 연기가 감돌아 고즈넉함과 신비로움을 극대화합니다. 인물들은 실루엣으로 처리되거나 은은한 조명 아래 신비로운 존재감을 드러냅니다.",aerial
강릉비치비어페스티벌,따뜻한 불빛의 밤,"따뜻한 주황빛과 황금빛 조명이 도시 야경을 부드럽게 감싸 안아, 포근하고 아늑한 분위기를 연출합니다. 활기찬 대화 소리는 배경음악처럼 흐르고, 빛이 만들어내는 은은한 그림자가 축제의 밤에 깊이를 더합니다.",aerial
강릉비치비어페스티벌,활기찬 도심의 맥박,"축제의 중앙부를 넓게 조망하며, 다양한 사람들이 수제 맥주와 와인을 즐기며 활발하게 교류하는 모습을 강조합니다. 북적이는 인파의 에너지와 흥겨운 웃음소리가 느껴지는 역동적이고 생기 넘치는 도심 축제의 밤을 표현합니다.",aerial
강릉비치비어페스티벌,미식 부스의 유혹,"풍성한 먹거리 부스에 집중하여, 다채로운 행사 조명이 비추는 맥주 탭, 와인 병, 그리고 맛깔스러운 음식들의 디테일을 섬세하게 묘사합니다. 음식을 맛보고 즐기는 사람들의 행복한 표정과 함께, 오감 만족을 위한 축제의 매력을 부각합니다.",ground-level
강릉시 반려동물문화축제,반려동물 중심의 상호작용,"축제 공간 내에 반려동물 전용 놀이터, 포토존, 또는 미니 퍼레이드 존을 강조합니다. 다양한 품종의 반려동물들이 사람들과 함께 즐겁게 교감하며, 이들을 위한 아기자기한 테마 조명(예: 뼈다귀, 발바닥 모양 라이트)과 설치미술이 어우러져 반려동물 축제만의 따뜻하고 활기찬 분위기를 연출합니다.",ground-level
강릉시 반려동물문화축제,은은한 불빛 아래 소통의 장,"주 조명은 은은한 황금빛 계열의 스트링 라이트와 종이 등(lantern)을 활용하여 편안하고 아늑한 분위기를 조성합니다. 광장 중앙에 작은 무대나 이야기 공간을 마련하여 사람들이 자유롭게 앉아 담소를 나누거나 소규모 공연을 관람하는 모습을 부각하며, 공동체의 친밀하고 포근한 유대감에 초점을 맞춥니다.",ground-level
강릉시 반려동물문화축제,"축제의 밤, 빛의 향연","공원이나 광장 전체를 다채로운 색상의 투사 조명(프로젝션)과 움직이는 패턴 라이트, 그리고 나무를 감싸는 컬러풀한 LED 조명으로 화려하게 장식합니다. 활기찬 음악 소리와 어우러져 더욱 역동적이고 생동감 넘치는 축제 분위기를 연출하며, 도시의 야경과 어우러져 빛으로 물든 환상적인 축제의 모습을 표현합니다.",aerial
강릉커피축제,도심 속 불빛 거리,"활기찬 도심 카페 거리를 배경으로, 다양한 상점의 전면 유리창을 통해 새어 나오는 아늑한 실내 조명과 거리의 가로등, 그리고 축제용 전구 장식이 어우러져 더욱 풍성한 빛의 향연을 연출합니다. 짙은 갈색과 크림색이 주를 이루며, 사람들로 북적이는 활기차고 따뜻한 야경을 그립니다.",ground-level
강릉커피축제,숲 속의 차 한 잔,"울창한 나무와 잔디밭이 어우러진 공원 한 켠에서, 낮은 높이의 간접 조명과 은은한 랜턴이 길을 밝힙니다. 자연 친화적인 녹색과 따뜻한 황갈색이 조화를 이루며, 고요하고 사색적인 분위기 속에서 사람들이 차분히 대화를 나누거나 홀로 여유를 즐기는 모습을 표현합니다.",ground-level
강릉커피축제,안개 낀 커피 향연,"옅은 안개나 습기가 서린 촉촉한 밤하늘 아래, 전구 조명과 간접등 빛이 몽환적으로 번져나가며 더욱 감성적인 분위기를 연출합니다. 부드러운 빛 번짐 효과와 함께 따뜻한 커피 증기가 피어오르는 듯한 시각적 효과를 더해, 아련하고 신비로운 야경을 그립니다.",ground-level
강릉페스티벌,"네온의 도시, 색채의 변주","축제 조명의 주된 색상 팔레트를 변경합니다. 강렬한 보라색과 푸른색 계열의 차가운 미래적 느낌부터, 뜨거운 붉은색과 주황색 계열의 열정적인 분위기까지 다양하게 표현하여 색감이 주는 감각적 변화를 강조합니다.",aerial
강릉페스티벌,"춤추는 실루엣, 움직임의 잔상","춤추는 사람들의 실루엣을 강조하는 방식과 움직임의 표현을 조절합니다. 실루엣의 선명도를 극대화하여 춤의 각 동작을 명확하게 보여주거나, 빛의 잔상과 모션 블러 효과를 사용하여 더욱 역동적이고 추상적인 움직임의 흐름을 연출합니다.",ground-level
강릉페스티벌,"스포트라이트의 향연, 빛의 교감","무대 조명의 강도와 스포트라이트의 연출 방식을 조절합니다. 춤추는 사람들을 따라다니는 스포트라이트의 강렬한 집중도를 높여 드라마틱한 효과를 주거나, 다양한 방향에서 쏟아지는 빛들이 서로 교차하며 만들어내는 현란한 빛의 기둥과 패턴을 부각시켜 렌더링합니다.",indoor
강릉해양레저 펫가족 힐링페스티벌,펫과 함께하는 평온한 수변 휴식,"북적이는 축제 속에서도 한적하고 아늑한 공간에 초점을 맞춰, 반려동물과 가족이 함께 호수나 바다를 배경으로 여유롭게 휴식하는 장면을 연출합니다. 따뜻한 주황색 조명이 더 부각되어 포근하고 힐링되는 분위기를 강조하며, 수면 반사광은 더욱 부드럽게 표현됩니다.",ground-level
강릉해양레저 펫가족 힐링페스티벌,"네온 물결, 활기찬 해양 액티비티","화려한 네온 조명이 수면 위를 더욱 강렬하게 수놓고, 제트스키, 카약 등 다양한 해양 레저를 즐기는 참가자들의 역동적인 움직임에 집중합니다. 시원한 청색 조명이 지배적으로 사용되어 스피디하고 청량한 축제의 에너지를 극대화하며, 수면 반사광은 더욱 선명하고 다채롭게 표현됩니다.",ground-level
강릉해양레저 펫가족 힐링페스티벌,몽환적인 조명과 수면의 협주곡,"축제의 전경을 넓은 시야로 담아, 청색과 주황색 네온 조명이 밤하늘과 수면 위에서 이루는 환상적인 조화에 집중합니다. 마치 그림 같은 빛의 향연 속에서 다양한 활동이 은은하게 펼쳐지는 모습을 담아내며, 조명은 더욱 부드럽고 몽환적인 분위기를 연출하도록 미묘하게 섞여 표현됩니다.",aerial
강북 공예문화축제,미드나잇 스포트라이트,"도시의 깊은 밤, 핵심 작품과 굿즈에 강렬하고 예리한 스포트라이트를 집중시켜 명확한 실루엣과 깊은 그림자를 만들어냅니다. 주변 간접 조명은 최소화하여 시선을 작품에 완전히 몰입시키며, 마치 갤러리처럼 정제되고 고급스러운 분위기를 연출합니다.",ground-level
강북 공예문화축제,활기찬 예술의 밤,"다채로운 색감의 간접 조명이 공간 전체를 부드럽게 감싸고, 작품을 감상하는 사람들이 자유롭게 어울려 대화하고 미소 짓는 모습을 강조합니다. 작품 사이사이에 설치된 소규모 체험 부스나 휴식 공간이 엿보이며, 축제의 즐거움과 상호작용이 극대화된 북적이는 문화 예술 축제의 풍경을 그립니다.",indoor
강북 공예문화축제,"도시의 캔버스, 예술의 그림자","고층 빌딩과 도시의 불빛이 배경으로 선명하게 펼쳐진 가운데, 축제 공간은 도시의 야경과 조화롭게 어우러집니다. 간접 조명은 도시의 빛과 자연스럽게 연결되며, 전반적으로 차분하고 몽환적인 푸른빛 또는 보랏빛 톤이 지배하여 현대적이고 사색적인 예술 감상의 밤을 연출합니다. 작품의 그림자가 도시의 표면에 투영되는 등, 도시와 예술의 경계를 허무는 연출을 시도합니다.",aerial
강북구 어린이날 대축제,"상상의 빛, 어린이 놀이터","어린이날 축제의 정체성에 맞춰, 공원 내에 설치된 인터랙티브한 바닥 프로젝션 게임이나 빛을 이용한 그림자 놀이 공간을 강조합니다. 아이들이 직접 발을 구르거나 손을 움직여 빛의 패턴을 변화시키며 즐거워하는 모습이 중심이 되며, 주변으로는 가족들이 환한 웃음으로 이를 지켜보는 따뜻한 풍경을 담아냅니다. 전반적으로는 부드럽고 다채로운 파스텔 톤의 조명과 동화적인 분위기로, 아이들의 꿈과 상상력을 자극하는 공간을 연출합니다.",ground-level
강북구 어린이날 대축제,함께 빛나는 강변의 밤,"강변을 배경으로, 강물 위로 투사되는 대형 미디어 파사드 조명과 함께, 강변을 따라 늘어선 따뜻한 주황색과 노란색 계열의 스트링 라이트가 공간을 아늑하게 감쌉니다. 시민들이 삼삼오오 모여 돗자리를 깔고 앉아 공연을 관람하거나, 강변 산책로를 따라 걸으며 담소를 나누는 평화롭고 정겨운 모습을 강조합니다. 지역 상인들이 운영하는 푸드 트럭과 작은 수공예 마켓 부스들이 함께 어우러져, 공동체의 따뜻한 유대감을 시각적으로 표현합니다.",ground-level
강북구 어린이날 대축제,활기찬 도심 속 축제의 물결,"넓은 도시 공원을 무대로, 중앙 광장에서는 시민들이 참여하는 대규모 댄스 플래시몹이나 버블 쇼가 펼쳐지고, 주변으로는 각 부스에서 진행되는 다양한 체험 프로그램(페이스 페인팅, 만들기 등)에 참여하는 가족 단위의 인파가 가득한 모습을 그립니다. 공원 내 나무들과 구조물에는 다채로운 색상(푸른색, 보라색, 분홍색 등)의 역동적인 프로젝션 맵핑과 리듬감 있는 스트링 라이트가 어우러져, 현대적이고 활기찬 축제의 에너지를 극대화합니다.",aerial
강북청소년축제 강추,다이내믹 라이트 쇼,다채로운 프로젝션 조명과 스트링 라이트가 더욱 역동적으로 움직이며 강렬한 색상 변화를 보여줍니다. 마치 음악에 맞춰 춤추는 듯한 빛의 연출로 축제의 활기찬 에너지를 극대화하여 젊고 현대적인 분위기를 강조합니다.,aerial
강북청소년축제 강추,포근한 공동체 순간,"부드럽고 따뜻한 앰비언트 라이트가 주를 이루며, 가족 단위나 소그룹 시민들이 함께 웃고 이야기를 나누는 모습에 초점을 맞춥니다. 조명은 인물 주변을 은은하게 비추어 따스하고 친밀한 공동체의 유대감을 강조하며, 희망찬 분위기를 섬세하게 표현합니다.",ground-level
강북청소년축제 강추,도시 경관과의 조화,"축제가 펼쳐지는 공원이나 강변을 넓은 시야로 담아내며, 배경으로 보이는 도시의 스카이라인과 건물의 불빛이 축제 조명과 어우러집니다. 광활한 도시의 밤하늘 아래 펼쳐진 축제의 규모감과 현대적인 매력을 부각하여, 도시의 활력과 공동체의 조화로운 모습을 연출합니다.",aerial
강서 아이들 까치까치 페스티벌,동화 같은 꿈의 놀이터,"아이들을 위한 테마 존에 초점을 맞춰, 동물 형상의 조형물이나 움직이는 그림자 극, 그리고 키즈존 특화 프로젝션 맵핑 조명이 더해져 더욱 환상적이고 동화적인 분위기를 연출합니다. 가족 단위의 방문객들이 함께 즐기는 모습이 강조되며, 다채로운 색감과 부드러운 빛이 어우러져 따뜻하고 즐거운 야경을 담아냅니다.",ground-level
강서 아이들 까치까치 페스티벌,희망을 비추는 등불 강변,"강변을 따라 전통적인 한지 등이나 현대적인 디자인의 조명 오브제들이 설치되어, 다채로운 스트링 라이트와 어우러져 더욱 따뜻하고 정적인 공동체의 분위기를 자아냅니다. 시민들이 함께 소원을 빌거나 휴식하는 모습을 통해 차분하고 깊이 있는 희망의 메시지를 전달하며, 은은한 빛들이 강물에 반사되어 평화로운 밤 풍경을 완성합니다.",ground-level
강서 아이들 까치까치 페스티벌,도시를 수놓은 미디어 파사드,"공원 내 건물 벽면이나 강변 구조물에 대규모 미디어 파사드 프로젝션이 적극적으로 활용되어, 강서의 상징인 까치나 아이들의 꿈을 테마로 한 역동적인 영상이 투사됩니다. 시민들이 빛과 상호작용하며 축제의 활기찬 에너지를 직접 체험하는 모습이 부각되며, 미래지향적이고 현대적인 도시 축제의 면모를 보여줍니다.",aerial
강서구 다문화축제,글로벌 문화의 밤,"축제 공간 전체에 다양한 국가의 전통 문양과 깃발, 고유 의상을 모티브로 한 장식물이 화려하게 배치됩니다. 각 부스에서는 해당 문화권의 특색 있는 조명과 소품이 빛나며, 글로벌한 활력과 다채로운 문화가 조화롭게 어우러진 이국적인 밤의 풍경을 연출합니다.",aerial
강서구 다문화축제,지역 공동체 화합의 장,"부드러운 주황색 및 노란색 계열의 따뜻한 간접 조명이 공원을 은은하게 비춥니다. 방문객들은 서로 마주 보고 앉아 이야기 나누고 웃음꽃을 피우며, 가족 단위의 유대감과 이웃 간의 친밀한 교류가 강조된 포근하고 안정적인 공동체의 밤 분위기를 연출합니다.",ground-level
강서구 다문화축제,축제 야시장 불빛,"형형색색의 작은 전구들이 하늘을 수놓고, 푸드 트럭과 체험 부스의 밝고 강렬한 조명이 거리를 환하게 비춥니다. 사람들의 북적이는 움직임과 다양한 상점들의 빛이 어우러져, 활기찬 에너지와 생동감이 넘치는 축제 야시장의 역동적인 밤풍경을 선명하게 담아냅니다.",ground-level
강서봄빛페스타,하늘을 수놓는 빛의 향연,"밤하늘을 가득 채운 불꽃과 드론 라이트 쇼의 절정을 포착하여, 거대하고 복잡한 빛의 패턴이 하늘을 뒤덮고 도시 전체에 드라마틱한 그림자를 드리우며 압도적인 스케일의 웅장함을 강조합니다. 다이나믹한 폭발과 정교한 드론 군무가 시각적 초점이 됩니다.",aerial
강서봄빛페스타,도시에 스며든 축제의 빛,"불꽃과 빛의 향연이 도시의 스카이라인과 강물에 반사되어 빛나는 모습을 중점적으로 표현합니다. 강변의 건축물들이 다채로운 조명으로 살아나고, 물결 위로 춤추는 빛의 잔상이 축제의 활기찬 움직임을 시각적으로 증폭시키며, 도시의 야경과 빛이 조화롭게 어우러진 장면을 연출합니다.",aerial
강서봄빛페스타,인파 속 활기찬 봄밤,"축제를 즐기는 인파의 생생한 표정과 활기찬 움직임에 초점을 맞춥니다. 빛나는 드론과 불꽃이 배경으로 자리하며, 사람들의 얼굴에 드리워진 다채로운 빛과 그림자가 축제의 환희와 커뮤니티의 따뜻함을 부각시킵니다. 관객의 시점에서 느껴지는 현장감과 활기찬 분위기를 강조합니다.",ground-level
강서어린이 동화축제,동화 속 마법 야경,"도심 속 야외 도서관/북마켓에 동화적인 상상력을 더합니다. 따뜻한 주황빛 조명 외에 반짝이는 마법 가루, 은은하게 빛나는 환상적인 책들, 밤하늘에 떠오르는 이야기 속 캐릭터의 실루엣 등을 추가하여 아이들의 상상력을 자극하는 신비롭고 몽환적인 분위기를 연출합니다.",ground-level
강서어린이 동화축제,아늑한 이야기 아지트,"아이들이 편안하게 책에 몰입할 수 있는 아늑한 공간을 강조합니다. 푹신한 쿠션과 낮은 테이블이 있는 개별 독서 공간, 책 읽는 아이들 위로 드리워진 부드러운 전구 불빛을 중심으로 연출합니다. 주변에는 은은한 배경 음악과 함께 책 속 세상으로 빠져드는 듯한 고요하고 평화로운 분위기를 강조합니다.",indoor
강서어린이 동화축제,별빛 동화 북마켓,"도심 야경 아래 활기차면서도 동화적인 북마켓의 모습을 그립니다. 다채로운 책표지들이 빛나는 아기자기한 서점 부스들과, 별이 쏟아지는 밤하늘 아래에서 가족 단위로 책을 고르거나 이야기를 나누는 사람들의 모습을 담습니다. 곳곳에 배치된 작은 전등과 함께, 밤하늘의 별빛이 어우러져 더욱 풍성하고 활기찬 축제 분위기를 연출합니다.",ground-level
강원n 홍천 산나물축제,**전통 등불 야경**,"깊은 산골의 전통적인 분위기를 극대화하여, 주황색과 노란색의 한지 등불과 갓등이 주를 이루고 전구는 최소화된 렌더링. 등불의 부드러운 빛이 숲의 깊은 녹색과 갈색 배경과 어우러져 더욱 고즈넉하고 정적인 아름다움을 강조합니다. 사람들은 소규모로 모여 조용히 축제를 즐기는 모습이 부각됩니다.",ground-level
강원n 홍천 산나물축제,**활기찬 시장 골목**,"수많은 전구와 밝은 주황색 조명이 축제의 메인 거리를 화려하게 밝히며, 먹거리와 임산물 판매대가 즐비하게 늘어서 북적이는 시장의 활기찬 모습을 강조합니다. 사람들의 역동적인 움직임과 시끌벅적한 소리가 시각적으로 느껴지도록 연출되며, 조명의 대비를 통해 활기찬 에너지가 넘치는 분위기를 표현합니다.",ground-level
강원n 홍천 산나물축제,**안개 낀 숲속의 밤**,"밤안개나 옅은 박무가 축제장을 감싸고 있어, 주황색 등불과 노란색 전구의 빛이 더욱 몽환적이고 신비로운 분위기를 자아내는 렌더링입니다. 숲의 실루엣은 더욱 깊고 아련하게 표현되며, 빛이 안개에 부드럽게 번져나가며 마치 동화 속 한 장면 같은 분위기를 연출합니다. 사람들의 모습은 조금 더 실루엣처럼 처리되어 신비로움을 더합니다.",ground-level
강원관광두레 팝업스토어,고즈넉한 골목의 불빛,"오래된 골목을 배경으로, 좁은 공간에 촘촘하게 드리워진 따뜻한 주황색 꼬마전구들이 아늑하고 정겨운 분위기를 연출합니다. 주변 건물의 그림자와 은은한 조명이 어우러져 깊고 차분한 야경을 표현합니다.",ground-level
강원관광두레 팝업스토어,활기찬 강변의 네온빛 축제,도시의 강변을 따라 넓게 펼쳐진 야시장 풍경을 담아냅니다. 형형색색의 상점 조명과 더불어 강물에 반사되는 불빛이 어우러져 더욱 화려하고 활기찬 도시 축제의 밤을 연출합니다.,aerial
강원관광두레 팝업스토어,북적이는 인파 속 미식의 향연,"야시장의 중심부, 사람들로 북적이는 순간을 포착합니다. 다양한 먹거리 상점의 연기, 음식의 색감, 그리고 그것을 즐기는 사람들의 행복한 표정을 클로즈업하여, 생동감 넘치는 축제의 에너지와 맛을 시각적으로 강조합니다.",ground-level
강원로컬페스타,황혼의 시작,"해 질 녘 도시의 강변이나 광장에서, 아직 하늘에 남아있는 부드러운 노을빛과 처음 켜지기 시작하는 주황색 꼬마전구들이 어우러져 포근하고 서정적인 분위기를 연출합니다. 사람들로 가득 차기 전, 축제의 기대감이 은은하게 감도는 장면.",aerial
강원로컬페스타,한밤의 활기,"완전히 어두워진 밤하늘 아래, 수많은 꼬마전구와 상점 조명들이 밤을 화려하게 밝힙니다. 북적이는 인파, 다채로운 먹거리와 수공예품의 생생한 색감, 그리고 조명들이 만들어내는 강렬한 대비와 역동적인 에너지가 가득한 야시장의 절정을 표현합니다.",ground-level
강원로컬페스타,골목길의 정취,"오래된 골목을 배경으로, 빛이 좁은 공간을 따뜻하게 감싸는 아늑한 분위기를 강조합니다. 길게 늘어진 그림자와 아련한 불빛들이 어우러져 더 깊고 정겨운 느낌을 자아내며, 사람들 간의 소소한 대화와 여유로운 발걸음이 돋보이는 장면을 연출합니다.",ground-level
강원한우데이,강원한우와 수확의 잔치,"따뜻한 노란색 전구와 전통 등불이 강원한우 구이와 풍성한 제철 농산물로 가득 찬 긴 테이블을 중심으로 빛을 뿜어낸다. 사람들이 모여 앉아 음식을 나누고 술잔을 기울이며, 정겹고 풍요로운 잔치 분위기 속에서 웃음꽃이 피어나는 활기찬 야경.",ground-level
강원한우데이,정겨운 시골 장터의 밤,"아늑하게 꾸며진 농산물 판매 부스들과 수공예품 진열대 사이로 은은한 등불과 작은 전구들이 길을 밝힌다. 농부들이 직접 재배한 작물과 만든 제품을 방문객들에게 소개하고, 가족 단위의 사람들이 삼삼오오 모여 장터를 구경하며 소박하고 따뜻한 정취를 느끼는 야경.",ground-level
강원한우데이,"밤하늘 아래, 전통의 선율","밤하늘 아래, 은은한 등불과 따뜻한 전구 조명이 무대 주변을 비추고, 전통 음악 공연이나 지역 특색을 담은 퍼포먼스가 펼쳐지는 야경. 관객들은 자연 배경 속에서 공연을 감상하며 축제의 문화적 깊이를 느끼고, 차분하면서도 감동적인 분위기가 흐르는 아름다운 밤.",ground-level
강정마을 생태축제,**별빛 숲의 환상**,"깊은 숲 속, 우거진 나무 사이로 쏟아지는 별빛과 수천 마리의 반딧불이가 자아내는 초현실적인 밤의 풍경. 따뜻한 톤의 간접 조명들이 길을 은은하게 밝히며, 자연의 신비로움을 극대화한 몰입형 장면.",ground-level
강정마을 생태축제,**고요한 갯벌의 푸른 숨결**,"드넓은 갯벌 위로 푸른 새벽빛이 감도는 고요한 밤. 멀리 보이는 별똥별과 갯벌 생물들의 은은한 생체 발광이 어우러져, 자연의 숨결을 느끼게 하는 평화롭고 광활한 풍경. 최소한의 차가운 계열 조명으로 신비로움을 더함.",aerial
강정마을 생태축제,"**온화한 등불 아래, 생명의 속삭임**","숲 가장자리나 갯벌 입구에 설치된 따뜻한 빛깔의 등불과 조명들이 사람들을 맞이하는 장면. 조명들이 마치 반딧불이처럼 흐드러지게 흩뿌려져 있으며, 사람들이 삼삼오오 모여 자연의 이야기를 나누는 포근하고 정겨운 분위기.",ground-level
강주해바라기 축제,달빛 아래 로맨틱 꽃길,"은은한 달빛과 따뜻한 톤의 조명이 주를 이루어, 해바라기 밭 전체에 부드럽고 차분한 로맨틱 분위기를 연출합니다. LED 불빛은 최소화하거나 따뜻한 색감으로 통일하여 꽃잎의 자연스러운 색감을 돋보이게 하며, 별이 총총한 밤하늘이 배경이 됩니다.",ground-level
강주해바라기 축제,"별빛 찬란, LED 판타지 꽃길","다채로운 LED 조명이 해바라기 꽃잎을 다양한 색상으로 물들이며 역동적이고 환상적인 분위기를 극대화합니다. 꽃길을 따라 빛의 패턴이 화려하게 펼쳐지고, 밤하늘의 별빛과 인공적인 빛이 어우러져 신비로운 느낌을 더합니다.",ground-level
강주해바라기 축제,몽환적인 실루엣의 밤,"빛과 그림자의 대비를 강조하여, 은은하게 빛나는 해바라기 꽃길을 거니는 사람들의 실루엣을 중심으로 연출합니다. 조명은 꽃과 길을 비추지만, 인물은 배경에 몽환적으로 녹아드는 듯한 모습으로, 신비롭고 서정적인 분위기를 강조합니다.",ground-level
강진 전라병영성축제,웅장한 병영의 밤,"전라병영성의 웅장한 성벽과 전통 건축물들이 깊고 따뜻한 토치와 대형 등불의 빛을 받아 더욱 묵직하게 부각됩니다. 전체적으로 차분하고 깊이 있는 색감으로 표현되며, 역사적 무게감과 고요한 장엄함이 느껴지는 분위기를 연출합니다. 한복을 입은 인물들은 장엄한 풍경의 일부로 스며들어, 마치 시간을 거슬러 간 듯한 숙연함을 더합니다.",aerial
강진 전라병영성축제,활기찬 등불 축제,"수많은 작은 등불과 손에 든 횃불들이 활기찬 축제 분위기를 밝힙니다. 다채로운 한복을 입은 사람들이 북적이며 축제를 즐기는 모습이 중심이 되며, 빛은 더욱 밝고 확산되어 생동감 있고 역동적인 장면을 연출합니다. 전통 건축물은 배경이 되어 활기 넘치는 인파와 어우러져 흥겨운 야경을 완성합니다.",ground-level
강진 전라병영성축제,"깊은 밤, 그림자 놀이","어둠이 짙게 깔린 밤, 특정 오브젝트(예: 성문, 병영 내부의 특정 구조물)에 집중된 강력한 횃불이나 등불 빛이 극적인 명암 대비를 만듭니다. 빛이 닿는 곳은 선명하고 강렬하게, 그림자 진 곳은 깊고 신비로운 분위기를 연출하여 역사적 순간의 깊이와 미스터리함을 강조합니다. 한복의 섬세한 문양이나 건축물의 디테일이 빛과 그림자 속에서 극적으로 드러납니다.",ground-level
강진수국길축제,몽환적인 빛의 정원,"은은한 안개 효과와 함께 다채로운 LED 조명이 수국 꽃잎을 부드럽게 감싸 안아, 마치 꿈속을 걷는 듯한 비현실적이고 신비로운 분위기를 연출합니다. 빛이 꽃과 조화롭게 어우러져 깊은 밤의 정원을 더욱 로맨틱하게 물들입니다.",ground-level
